Site.x	Tag	Unique.Random.ID	File	Total.Reads	Aligned.Reads	Unaligned.Reads	Ambiguously.Aligned.Reads	No.Genomic.Sequence	Duplicate.Reads..removed.	Unique.Reads..remaining.	Total.Cs	Methylated.CpGs	Unmethylated.CpGs	Methylated.chgs	Unmethylated.chgs	Methylated.CHHs	Unmethylated.CHHs	Species.x	Site.x.x	Community.x	Plot.x	C.W.G.x	Plant.ID.x	Leaf.collection.DOY.x	Phenology.x	Collector.x	mix	Species.y	Site.y	Plot.y	C.T.x	Plant.ID.y	Date	FLWR.PHENO.Flwr.Bud	FLWR.PHENO.Flwr.Mat	FLWR.PHENO.Flwr.Sen.	FLWR.PHENO.Cap.twist	FLWR.PHENO.Seed.Disp	FLWR.PHE.Aborted	Eaten	Height	PHENO	Flwr_total	Community.y	C.W.G.y	Plot.x.x	Plant.ID.x.x	Phenology.2018	X..Cap.Twist.2019	Collect.	Tag.nearby	X2019.Collection.Count	Collection.2019	Weight.x	Photo.time	Photo.DOY	DOY.Lv.collected	Lf.hairs	Aphids	Crystals.on.lv	DOY.Seed...Lv.Collected.2019	Plate.x	Location.x	Comments.x	Petri.Dish.ID.	C.T.y	Plant.ID.y.y	Species.x.x	Site.y.y	Plot.y.y	X..seeds..50.seeds.	X..seeds.Petri.dish.in.lab	ungerminated.seed.count.GD33	total.germinated.seeds	Seeds.Collection.DOY	Phenology.y	X..seeds..all.seeds.	weight.all.seeds..g.mg.	X..extra.seed	weight.extra.seeds..g.mg.	weight.50.seeds..mg.	Extra.seeds..Y.N.	Processor	Comments.y	Unique.non.random.ID	X..Dryas.flwrs	Dryas.seed.Ripeness	Notes	Chamber	C.W	Site.x.x.x	Species.y.y	Community.x.x	Plot.x.x.x	Plant.ID.x.x.x	Unique.Random.ID.x	Number.of.Seeds	Seed.weight.mg	Seed.Agar.group	Jan22.Low	Jan25.Low	Jan28.Low	Jan31.Low	Feb1st	Percent_germ	Plate.y	Location.y	Numb.Lv	Weight.y	DNA.extraction.comments	Hair.on.leaves	Petioles	Observer	Unique.Random.ID.1	Species	Site.y.y.y	Community.y.y	Plot.y.y.y	C.W.G	Plant.ID.y.y.y	Leaf.collection.DOY.y	Phenology	Collector.y	Latitude	Longitude	Comments
LATD4W	8	211	W2.B12.W2e4_LATD4W_8_211_R1_val_1_bismark_bt2_pe.bam	89011908	59987225	14429680	14594668	335	12483597	47503628	1709208686	62832687	114916554	35017401	202608263	34484959	1259348822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC4	W8	211	15	0.001	D2	0	0	0	0	0	0	3 and 4	e4	4	14.8		NA			211	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC4	W	W8	203	N	Mario Rudner			Dry flower head
SVAL16W	16	277	W2.C03.W2g12_SVAL16W_16_277_R1_val_1_bismark_bt2_pe.bam	59370930	41897721	7878708	9594318	183	6972419	34925302	1149844143	39590921	81107942	20742865	138616535	20504833	849281047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Svalbard	D.octopetala		16	W16	277	NA	NA		0	0	0	0	0	NA	3 and 4	g12	6	12.7	1 - hairy	1			277	D.octopetala	Svalbard	NA	16	W	W16	NA	N	Petr Matek			No seed
SVAL16W	16	277	W2.C03.W2g12_SVAL16W_16_277_R1_val_1_bismark_bt2_pe.bam	59370930	41897721	7878708	9594318	183	6972419	34925302	1149844143	39590921	81107942	20742865	138616535	20504833	849281047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Svalbard	D.octopetala		16	W16	277	NA	NA		0	0	0	0	0	NA	3 and 4	g12	6	12.7	1 - hairy	1			277	D.octopetala	Svalbard	NA	16	W	W16	NA	N	Petr Matek			No seed
LATD2W	4	212	W2.C12.W2f4_LATD2W_4_212_R1_val_1_bismark_bt2_pe.bam	56328835	39796326	7801249	8731011	249	5996375	33799951	1179087390	43104748	78485364	23895080	140208652	22660186	870733360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W4	212	0	NA		0	0	0	0	0	NA	3 and 4	f4	5	15-3.8	little leaf tissue left	NA			212	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W4	203	N	Mario Rudner			Dry flower head
LATD2W	4	212	W2.C12.W2f4_LATD2W_4_212_R1_val_1_bismark_bt2_pe.bam	56328835	39796326	7801249	8731011	249	5996375	33799951	1179087390	43104748	78485364	23895080	140208652	22660186	870733360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W4	212	0	NA		0	0	0	0	0	NA	3 and 4	f4	5	15-3.8	little leaf tissue left	NA			212	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W4	203	N	Mario Rudner			Dry flower head
ALAS0W	16	239	W2.D01.W2a8_ALAS0W_16_239_R1_val_1_bismark_bt2_pe.bam	67974496	46403763	12048795	9521682	256	8211735	38192028	1334153895	51619825	77499246	32014085	152994954	36125818	983899967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W16	239	5	0.002	C6	0	0	0	0	0	0	3 and 4	a8	6	13.4	2-hairy	2			239	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W16	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	16	239	W2.D01.W2a8_ALAS0W_16_239_R1_val_1_bismark_bt2_pe.bam	67974496	46403763	12048795	9521682	256	8211735	38192028	1334153895	51619825	77499246	32014085	152994954	36125818	983899967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W16	239	5	0.002	C6	0	0	0	0	0	0	3 and 4	a8	6	13.4	2-hairy	2			239	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W16	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
LATC9W	11	216	W2.D12.W2b5_LATC9W_11_216_R1_val_1_bismark_bt2_pe.bam	52466731	37046706	7049934	8369894	197	6190364	30856342	1076270224	37678114	78033363	21790841	128501580	20374193	789892133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC9	W11	216	25	0.001	C5	0	0	0	0	0	0	3 and 4	b5	3	14.6-3.8		NA			216	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC9	W	W11	209	N	Mario Rudner			Fresh head
LATC9W	11	216	W2.D12.W2b5_LATC9W_11_216_R1_val_1_bismark_bt2_pe.bam	52466731	37046706	7049934	8369894	197	6190364	30856342	1076270224	37678114	78033363	21790841	128501580	20374193	789892133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC9	W11	216	25	0.001	C5	0	0	0	0	0	0	3 and 4	b5	3	14.6-3.8		NA			216	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC9	W	W11	209	N	Mario Rudner			Fresh head
LATC1W	12	219	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	2	3	3	3	0.12	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
LATC1W	12	219	W2.E12.W2e5_LATC1W_12_219_R1_val_1_bismark_bt2_pe.bam	51415041	36035970	7431130	7947772	169	5480900	30555070	1106209246	44456746	64315145	26666139	126592616	26570383	817608217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC1	W12	219	25	0.013	C5	0	0	3	3	4	0.16	3 and 4	e5	7	13		NA			219	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC1	W	W12	226	N	Mario Rudner			Fresh head
ALAS0W	15	242	W2.F01.W2d8_ALAS0W_15_242_R1_val_1_bismark_bt2_pe.bam	59374478	41072314	9665372	8636612	180	6824673	34247641	1180357211	44748109	69804711	27561398	136014854	33361142	868866997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W15	242	12	0.002	C7	0	0	0	0	0	0	3 and 4	d8	5	13.6	2-hairy	2			242	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W15	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	15	242	W2.F01.W2d8_ALAS0W_15_242_R1_val_1_bismark_bt2_pe.bam	59374478	41072314	9665372	8636612	180	6824673	34247641	1180357211	44748109	69804711	27561398	136014854	33361142	868866997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W15	242	12	0.002	C7	0	0	1	0	0	0	3 and 4	d8	5	13.6	2-hairy	2			242	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W15	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	7	263	W2.F02.W2a11_ALAS0W_7_263_R1_val_1_bismark_bt2_pe.bam	59971569	41069307	10227576	8674486	200	5970403	35098904	1250105040	48125036	72435258	27197940	145805460	26622254	929919092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W7	263	10	0.001	C6	0	0	0	0	0	0	3 and 4	a11	2	16.9-4.3	1 hairy, large green serated leaves	1			263	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W7	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	7	263	W2.F02.W2a11_ALAS0W_7_263_R1_val_1_bismark_bt2_pe.bam	59971569	41069307	10227576	8674486	200	5970403	35098904	1250105040	48125036	72435258	27197940	145805460	26622254	929919092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W7	263	10	0.001	C6	0	0	0	0	0	0	3 and 4	a11	2	16.9-4.3	1 hairy, large green serated leaves	1			263	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W7	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL8W	8	272	W2.F04.W2b12_SVAL8W_8_272_R1_val_1_bismark_bt2_pe.bam	63144104	43675308	8618067	10850460	269	6258752	37416556	1255856436	45092198	84514730	19323217	155035210	18445128	933445953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Svalbard	D.octopetala		8	W8	272	25	0.004	C7	0	0	0	0	0	0	3 and 4	b12	4	14.4	1 - hairy	1			272	D.octopetala	Svalbard	NA	8	W	W8	NA	N	Petr Matek			Yes seed
SVAL8W	8	272	W2.F04.W2b12_SVAL8W_8_272_R1_val_1_bismark_bt2_pe.bam	63144104	43675308	8618067	10850460	269	6258752	37416556	1255856436	45092198	84514730	19323217	155035210	18445128	933445953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Svalbard	D.octopetala		8	W8	272	25	0.004	C7	0	0	0	0	0	0	3 and 4	b12	4	14.4	1 - hairy	1			272	D.octopetala	Svalbard	NA	8	W	W8	NA	N	Petr Matek			Yes seed
LATC3W	16	220	W2.F12.W2f5_LATC3W_16_220_R1_val_1_bismark_bt2_pe.bam	63351926	45162171	9174289	9015231	235	7273832	37888339	1351167453	51412685	84351373	31969670	155235703	32728223	995469799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC3	W16	220	25	0.004	C5	0	0	0	0	0	0	3 and 4	f5	4	15.3-3.8	long petioles - first plant from Sweden with petioles attached	NA			220	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC3	W	W16	234	N	Johan Martinelli			mature
LATC3W	16	220	W2.F12.W2f5_LATC3W_16_220_R1_val_1_bismark_bt2_pe.bam	63351926	45162171	9174289	9015231	235	7273832	37888339	1351167453	51412685	84351373	31969670	155235703	32728223	995469799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Carex	OTC3	W16	220	25	0.004	C5	0	0	0	0	0	0	3 and 4	f5	4	15.3-3.8	long petioles - first plant from Sweden with petioles attached	NA			220	D.octopetala	Latnjajaure Field Station (LFS)	Carex	OTC3	W	W16	234	N	Johan Martinelli			mature
ALAS0W	8	265	W2.G02.W2c11_ALAS0W_8_265_R1_val_1_bismark_bt2_pe.bam	52845028	36169481	8913707	7761658	182	4758163	31411318	1113573258	42159463	67530016	24022203	130117269	23691869	826052438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W8	265	25	0.001	C6	0	0	0	0	0	0	3 and 4	c11	2	16.5	large green leaves, 1 hairy	1			265	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W8	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	8	265	W2.G02.W2c11_ALAS0W_8_265_R1_val_1_bismark_bt2_pe.bam	52845028	36169481	8913707	7761658	182	4758163	31411318	1113573258	42159463	67530016	24022203	130117269	23691869	826052438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W8	265	25	0.001	C6	0	0	0	0	0	0	3 and 4	c11	2	16.5	large green leaves, 1 hairy	1			265	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W8	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
LATD2W	5	206	W2.G11.W2h3_LATD2W_5_206_R1_val_1_bismark_bt2_pe.bam	58826076	41314529	8619818	8891489	240	6709551	34604978	1217330287	44877253	79383951	25054892	143808534	23571043	900634614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W5	206	4	0.001	C4	0	0	0	0	0	0	3 and 4	h3	4	10.5		NA			206	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W5	203	N	Mario Rudner			Dry flower head
LATD2W	5	206	W2.G11.W2h3_LATD2W_5_206_R1_val_1_bismark_bt2_pe.bam	58826076	41314529	8619818	8891489	240	6709551	34604978	1217330287	44877253	79383951	25054892	143808534	23571043	900634614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Latnjajaure Field Station (LFS)	D.octopetala	Dryas	OTC2	W5	206	4	0.001	C4	0	0	0	0	0	0	3 and 4	h3	4	10.5		NA			206	D.octopetala	Latnjajaure Field Station (LFS)	Dryas	OTC2	W	W5	203	N	Mario Rudner			Dry flower head
ALAS0W	18	248	W2.H01.W2b9_ALAS0W_18_248_R1_val_1_bismark_bt2_pe.bam	58805777	40042323	10550014	8213247	193	6327964	33714359	1203249968	46806285	70037974	28088193	138881799	28130537	891305180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Toolik Lake, Alaska, USA	D.octopetala			W18	248	25	0.003	C7	0	0	0	0	0	0	3 and 4	b9	3	14.6-4.3	bright green, 2 -hairy	2			248	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W18	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
ALAS0W	18	248	W2.H01.W2b9_ALAS0W_18_248_R1_val_1_bismark_bt2_pe.bam	58805777	40042323	10550014	8213247	193	6327964	33714359	1203249968	46806285	70037974	28088193	138881799	28130537	891305180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Toolik Lake, Alaska, USA	D.octopetala			W18	248	25	0.003	C7	0	0	0	0	0	0	3 and 4	b9	3	14.6-4.3	bright green, 2 -hairy	2			248	D.octopetala	Toolik Lake, Alaska, USA	NA		W	W18	235	N	Jeremy May	68d37'21.09N	149d35'52.90W	
SVAL18W	18	271	W2.H02.W2a12_SVAL18W_18_271_R1_val_1_bismark_bt2_pe.bam	62034890	43561148	8696945	9776609	188	6858492	36702656	1295438843	46479371	87986616	25324550	154274722	23505350	957868234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOW	W	Svalbard	D.octopetala		18	W18	271	NA	NA		0	0	0	0	0	NA	3 and 4	a12	5	11.2	1 hairy, small leaves	1			271	D.octopetala	Svalbard	NA	18	W	W18	NA	N	Petr Matek			No seed
SVAL18W	18	271	W2.H02.W2a12_SVAL18W_18_271_R1_val_1_bismark_bt2_pe.bam	62034890	43561148	8696945	9776609	188	6858492	36702656	1295438843	46479371	87986616	25324550	154274722	23505350	957868234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HIGH	W	Svalbard	D.octopetala		18	W18	271	NA	NA		0	0	0	0	0	NA	3 and 4	a12	5	11.2	1 hairy, small leaves	1			271	D.octopetala	Svalbard	NA	18	W	W18	NA	N	Petr Matek			No seed
